file,label,statement,subject,speaker,job_title,state_info,party_affiliation,barely_true,false,half_true,mostly_true,pants_fire,context,Cohere-Command-R-Plus
9253.json,False,Says Los Angeles Clippers owner Donald Sterling is a Democrat.,pundits,drudge-report,,,none,0.0,0.0,0.0,0.0,2.0,a tweet,discredit
269.json,False,"The Mormon religion has ""a plan that will see the Constitution thrown out and replaced by a theocracy.""",religion,freedom-defense-advocates,,,none,0.0,0.0,0.0,0.0,1.0,,conspiracy
4482.json,False,"Says Rick Perry is spending more money than the state takes in, covering his deficits with record borrowing.","deficit,state-budget",keep-conservatives-united,Super-PAC,North Carolina,republican,1.0,0.0,0.0,0.0,1.0,an online video ad.,"Conspiracy, Discredit"
11448.json,False,Says CNN deleted an online poll showing Bernie Sanders won the first Democratic presidential debate to help out Hillary Clinton.,polls,nowthis,,,journalist,0.0,1.0,0.0,0.0,1.0,a video shared on social media,"conspiracy, discredit"
10325.json,False,Congress is a very special group of people. More than 80 percent of them never left the United States.,"congress,foreign-policy",sergey-lavrov,Foreign minister of Russia,Russia,none,0.0,0.0,0.0,0.0,1.0,an interview with the French television network France 24,conspiracy
8238.json,False,An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was dragged through the streets and abused.,"foreign-policy,terrorism",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,"conspiracy, discredit"
4299.json,False,Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,"crime,poverty,state-budget",sandra-cunningham,State Senator,New Jersey,democrat,0.0,0.0,0.0,0.0,1.0,a speech on the State Senate floor,"Emotion, Trolling"
8698.json,False,"The fact that one town has three lanes dedicated to it, that kind of gets me sauced.",transportation,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,response to subpoenas being sent out over a bridge lane-closure controversy,Emotion
2152.json,False,Theres no negative advertising in my campaign at all.,elections,bill-mccollum,,Florida,republican,2.0,1.0,2.0,0.0,1.0,talking with reporters.,"conspiracy, discredit"
12063.json,False,"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015:I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.",guns,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,a blog post and subsequently reposted on Facebook.,"conspiracy, impersonation"
9938.json,False,To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.,"children,education",todd-staples,state agriculture commissioner,Texas,republican,0.0,1.0,4.0,3.0,1.0,oped commentary,"conspiracy, emotion"
12468.json,False,"The Dog Meat Festival in Yulin, China, threatens global public health.","animals,public-health",alcee-hastings,U.S. Representative,Florida,democrat,1.0,0.0,1.0,0.0,2.0,a House resolution,conspiracy
2721.json,False,Says Republican candidates in key Wisconsin Assembly races side with those who want to privatize Social Security -- and risk our retirements on Wall Street.,message-machine,greater-wisconsin-political-fund,,Wisconsin,none,3.0,3.0,3.0,1.0,1.0,radio ads and direct mail pieces,"conspiracy, emotion"
10437.json,False,On assault weapon violence: Ducks have more protection than people in Virginia.,guns,alfonso-lopez,State delegate,Virginia,democrat,0.0,0.0,1.0,0.0,1.0,a floor speech.,"conspiracy, emotion"
1412.json,False,There are high administrative costs when you donate to Haiti relief through the White House Web site.,"government-efficiency,pundits",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,a comment on his radio show.,"conspiracy, discredit"
13384.json,False,Says Hillary Clinton wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. Thats what could happen. You triple the size of our country in one week.,"homeland-security,immigration",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign rally in Albuquerque,"Conspiracy, Emotion, Trolling"
1939.json,False,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama has to fix yet another problem he inherited from the Bush administration.","afghanistan,military,pundits",ed-schultz,MSNBC television host,,none,3.0,1.0,4.0,1.0,2.0,"a commentary on MSNBC's ""The Ed Show""",conspiracy
6245.json,False,The health care law imposes the largest tax increase in history on the middle class.,"health-care,message-machine-2012,taxes",american-commitment,,,none,2.0,1.0,0.0,0.0,1.0,a television ad,"conspiracy, emotion"
8018.json,False,"Says if Texas abortion measure passes, someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.","abortion,health-care",gilberto-hinojosa,"Chairman, Texas Democratic Party",Texas,democrat,0.0,4.0,1.0,2.0,1.0,an email blast,"conspiracy, emotion"
3482.json,False,"Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil, at prices that are skyrocketing.","economy,energy,environment",jon-brien,State Representative from Woonsocket,Rhode Island,democrat,0.0,0.0,0.0,0.0,1.0,a news release,"conspiracy, emotion"
1580.json,False,Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.,education,gretchen-carlson,"co-anchor on ""Fox & Friends""",Minnesota,none,1.0,1.0,0.0,0.0,1.0,an episode of Fox & Friends,conspiracy
11103.json,False,"When President AbrahamLincoln signed his Emancipation Proclamation, there were over 300,000 slaveholders who were fighting in the Union army.",history,chuck-baldwin,,,republican,0.0,0.0,0.0,0.0,1.0,a blog post,Conspiracy
13038.json,False,"Says President Barack Obama has taken less vacation days than any other president in a generation, while Congress has taken more vacation days than any other Congress in history.","bush-administration,congress,fake-news,government-efficiency,history,job-accomplishments,voting-record",occupy-democrats,,,organization,0.0,4.0,3.0,1.0,4.0,a posting on Facebook,"conspiracy, discredit"
458.json,False,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",energy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,an interview on the Fox News Channel.,"conspiracy, emotion"
5828.json,False,Nobody is leaving Memphis. Thats a myth.,"census,population,taxes",joe-brown,Memphis City Councilman,Tennessee,democrat,0.0,0.0,0.0,0.0,1.0,a City Council presentation on the Memphis budget.,conspiracy
1890.json,False,Says she was never a member of the Georgia Log Cabin Republicans.,gays-and-lesbians,karen-handel,,,republican,2.0,0.0,3.0,3.0,1.0,a newspaper article,"Conspiracy, Discredit"
5089.json,False,Were only inches away from no longer being a free economy.,"economy,new-hampshire-2012,market-regulation",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a Republican presidential debate in Manchester, N.H.",conspiracy
459.json,False,"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing.""",patriotism,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,in a chain email,"conspiracy, trolling"
5221.json,False,Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac.,financial-regulation,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a Republican presidential primary debate,conspiracy
7440.json,False,The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,"federal-budget,pop-culture",eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,a news release.,conspiracy
9428.json,False,Obama Signs Bill Forgiving All Student Loan Debt.,"education,financial-regulation",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,emails and social media posts circulating on the Internet,"conspiracy, emotion"
6450.json,False,Says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security.,privacy,mark-clayton,Floor installer.,Tennessee,democrat,0.0,0.0,0.0,0.0,1.0,a post on his campaign's Facebook page.,"conspiracy, emotion, trolling"
7040.json,False,An Obama campaign tactic for rallying voters is to offer them cell phones.,campaign-advertising,adam-putnam,Florida Commissioner of Agriculture,Florida,republican,0.0,1.0,1.0,2.0,1.0,at a Romney campaign rally,conspiracy
7963.json,False,Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with taxpayer-funded health care for life.,health-care,patriot-majority-usa,,,democrat,1.0,1.0,0.0,2.0,1.0,an ad,conspiracy
6271.json,False,The media wont publish a real photo of Trayvon Martin with tattoos on his face.,crime,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,conspiracy
10312.json,False,Nobody suffered any lasting injuries from the CIA interrogation program.,"foreign-policy,terrorism",peter-king,U.S. House of Representatives,New York,republican,0.0,1.0,1.0,2.0,1.0,a radio show appearance,conspiracy
12811.json,False,Im not one for name calling.,ethics,ed-rendell,Governor,Pennsylvania,democrat,1.0,0.0,0.0,0.0,1.0,an interview with Politico's Burgess Everett,None
795.json,False,The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.,candidates-biography,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,an interview with reporters,conspiracy
6138.json,False,Nearly 60% of all occupants of HUD properties in U.S. are illegals.,"housing,immigration",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a widely circulated posting,conspiracy
8466.json,False,Says Ken Cuccinelli wants to eliminate all forms of birth control.,sexuality,next-generation-climate-action-committee,,,democrat,0.0,1.0,0.0,0.0,1.0,a campaign brochure.,"Conspiracy, Discredit"
9459.json,False,Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,"iraq,terrorism",ted-nugent,musician,Texas,republican,0.0,0.0,2.0,0.0,2.0,a Facebook post,"conspiracy, emotion, discredit"
1588.json,False,"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.","health-care,women",americans-prosperity,,,none,6.0,7.0,2.0,1.0,2.0,a TV ad,"conspiracy, emotion, discredit"
4149.json,False,Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,"city-budget,income,voting-record",randy-hopper,"State Senator, District 18",Wisconsin,republican,0.0,0.0,0.0,0.0,1.0,a TV ad,"conspiracy, discredit"
6936.json,False,Says Barack Obama began his presidency with an apology tour.,"debates,foreign-policy",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,the second presidential debate,conspiracy
5148.json,False,Freshman Rep. Bob Gibbs is spending his one year anniversary on vacation only working 6 days in all of January.,"congress,government-efficiency,job-accomplishments",democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a news release,conspiracy
10225.json,False,Congress Approves Bill Offering Free Cars To Welfare Recipients.,welfare,americannewscom,,,none,0.0,0.0,0.0,0.0,2.0,a web post,Conspiracy
3287.json,False,Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.,"labor,state-budget",lena-taylor,"State Senator, District 4",Wisconsin,democrat,1.0,1.0,0.0,1.0,1.0,"in a TV interview, as well as other venues","conspiracy, discredit"
1297.json,False,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",health-care,michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,an interview on Sean Hannity's show on the Fox News Channel.,conspiracy
6219.json,False,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,health-care,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a TV interview.,conspiracy
8971.json,False,"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",health-care,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,Facebook posts,"conspiracy, trolling"
2969.json,False,"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.","federal-budget,workers",tim-pawlenty,,,republican,2.0,3.0,3.0,6.0,1.0,"an op-ed in the ""Wall Street Journal""",conspiracy
13396.json,False,Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.,elections,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,an online article,"conspiracy, discredit"
